family,sci_name,hosts,location,sample_type,host_feeding,host_habitat,virus_host_count,infected_host_sample_size,actual_host_sample_size,read_count,read_prop,RPM
Adenoviridae,Fowl adenovirus,Goat,Ondo,Swab,Herbivores,peri-domesticated,1,43,46,121,8.22E-06,8.22327248
Adenoviridae,Fowl aviadenovirus 11,Goat,Ondo,Swab,Herbivores,peri-domesticated,2,43,46,10,6.66E-07,0.666110243
Adenoviridae,Fowl aviadenovirus 2,Goat,Ondo,Swab,Herbivores,peri-domesticated,1,43,46,85,5.80E-06,5.798163801
Adenoviridae,Fowl aviadenovirus 8,Goat,Ondo,Swab,Herbivores,peri-domesticated,1,43,46,22,1.50E-06,1.501888194
Adenoviridae,Fowl aviadenovirus D,Goat,Ondo,Swab,Herbivores,peri-domesticated,2,43,46,347,2.37E-05,23.70737803
Adenoviridae,Ovine adenovirus 4,Goat,Ondo,Swab,Herbivores,peri-domesticated,1,43,46,6,4.73E-07,0.473136269
Adenoviridae,Ovine mastadenovirus A,Goat,Ondo,Swab,Herbivores,peri-domesticated,1,43,46,4,3.15E-07,0.315424179
Astroviridae,Bovine astrovirus,Goat,Ondo,Swab,Herbivores,peri-domesticated,1,43,46,86,7.30E-06,7.295502541
Astroviridae,Caprine astrovirus,Goat,Ondo,Swab,Herbivores,peri-domesticated,1,43,46,220,1.88E-05,18.77106833
Astroviridae,Human astrovirus,Goat,Ondo,Swab,Herbivores,peri-domesticated,2,43,46,10,4.39E-07,0.438686345
Astroviridae,Human astrovirus 5,Goat,Ondo,Swab,Herbivores,peri-domesticated,1,43,46,4,1.75E-07,0.175474538
Astroviridae,Mamastrovirus 3,Goat,Ebonyi,Swab,Herbivores,peri-domesticated,5,43,46,24,1.13E-06,1.128103569
Astroviridae,Mamastrovirus 3,Goat,Ondo,Swab,Herbivores,peri-domesticated,5,43,46,32,9.06E-07,0.905548103
Betaflexiviridae,Cowpea mild mottle virus,Goat,Ebonyi,Swab,Herbivores,peri-domesticated,1,43,46,20,8.18E-07,0.817565514
Betaflexiviridae,Cowpea mild mottle virus,Goat,Ondo,Swab,Herbivores,peri-domesticated,1,43,46,6,3.91E-07,0.391432942
Betaflexiviridae,Karelinia prunevirus A,Goat,Ebonyi,Swab,Herbivores,peri-domesticated,1,43,46,6,2.52E-07,0.252425472
Caliciviridae,Norovirus Hu/Kolkata/V1370,Goat,Ebonyi,Swab,Herbivores,peri-domesticated,1,43,46,7,1.95E-07,0.194566459
Circoviridae,Cyclovirus NG14,Goat,Ondo,Swab,Herbivores,peri-domesticated,1,43,46,6,3.91E-07,0.391432942
Circoviridae,Cyclovirus TN8,Goat,Ebonyi,Swab,Herbivores,peri-domesticated,1,43,46,8,3.64E-07,0.363901118
Circoviridae,Cyclovirus ZM62,Goat,Ebonyi,Swab,Herbivores,peri-domesticated,1,43,46,14,6.37E-07,0.636826957
Circoviridae,Porcine stool-associated circular virus 4,Goat,Ondo,Swab,Herbivores,peri-domesticated,1,43,46,62,5.30E-06,5.3
Coronaviridae,Avian coronavirus,Goat,Ondo,Swab,Herbivores,peri-domesticated,4,43,46,108,7.28E-06,7.283564603
Coronaviridae,Betacoronavirus 1,Goat,Ebonyi,Swab,Herbivores,peri-domesticated,4,43,46,88074,0.002469223,2469.22256
Coronaviridae,Betacoronavirus 1,Goat,Ondo,Swab,Herbivores,peri-domesticated,4,43,46,11,4.66E-07,0.465950103
Coronaviridae,Bovine coronavirus,Goat,Ebonyi,Swab,Herbivores,peri-domesticated,5,43,46,224570,0.006295771,6295.770909
Coronaviridae,Bovine coronavirus,Goat,Ondo,Swab,Herbivores,peri-domesticated,5,43,46,10,7.89E-07,0.788560448
Coronaviridae,Canine respiratory coronavirus,Goat,Ebonyi,Swab,Herbivores,peri-domesticated,3,43,46,62,1.72E-06,1.723302925
Coronaviridae,Canine respiratory coronavirus,Goat,Ondo,Swab,Herbivores,peri-domesticated,3,43,46,4,1.69E-07,0.169436401
Coronaviridae,Coronavirus Susurluk10,Goat,Ebonyi,Swab,Herbivores,peri-domesticated,1,43,46,73,2.03E-06,2.029050218
